river,station,target,n,nse,nse_persistence,coverage80_raw,coverage80_cal,rmse,median_abs_q50_minus_persistence
nak,S02005,chl-a,404,0.5426821922741938,0.473491930853533,0.7599009900990099,0.8242574257425742,13.411107959976928,1.6233490705490121
nak,S02005,do,403,0.4951155604996246,0.4673092397763512,0.7444168734491315,0.749379652605459,1.584741690856927,0.2134077548980713
nak,S02005,tn,389,0.5672174441606734,0.576177311357126,0.7660668380462725,0.8200514138817481,0.46802395928058743,0.09122323989868164
nak,S02005,toc,377,0.5254036897033536,0.5301374893766881,0.7824933687002652,0.7771883289124668,0.5972130284687893,0.09323504567146301
nak,S02005,tp,363,0.5263213902482131,0.48085409601617823,0.7245179063360881,0.8181818181818182,0.020053799851693862,0.00176413826799641
nak,S02006,chl-a,422,0.3610569478028749,0.30811063971006625,0.6919431279620853,0.8222748815165877,17.733480678904158,1.9553618449153323
nak,S02006,do,419,0.6651446322071624,0.6017015818827935,0.7231503579952268,0.7899761336515513,1.3275347823235832,0.1759089231491089
nak,S02006,tn,389,0.7029004216827778,0.6582194739866489,0.6760925449871465,0.7994858611825193,0.3919407510551539,0.060531357924143325
nak,S02006,toc,358,0.6316886298625983,0.6322479138176675,0.8072625698324022,0.8072625698324022,0.4278653750945414,0.08843364498832029
nak,S02006,tp,367,0.5686410983919833,0.5693199783788117,0.7520435967302452,0.8256130790190735,0.011692732021449723,0.0010121021081100808
nak,S02007,chl-a,418,0.3838471753840552,0.27898131892663924,0.7942583732057417,0.8301435406698564,18.462825230084125,2.228607313973562
nak,S02007,do,432,0.7182774358356421,0.6754809977391343,0.7337962962962963,0.8101851851851852,1.3345293279024542,0.25032242861661125
nak,S02007,toc,428,0.17568781242570386,-0.04914448851594022,0.8411214953271028,0.8084112149532711,0.55538036949244,0.12418985366821289
nak,S02008,chl-a,417,0.8861186362731663,0.9056504637551478,0.9256594724220624,0.8465227817745803,0.38754615727444053,0.07578821976979544
nak,S02008,do,410,0.6428213997937471,0.5951765857387068,0.7658536585365854,0.802439024390244,1.42109635897051,0.24462483326593976
nak,S02008,toc,408,0.6312700506268603,0.6666393690626609,0.7671568627450981,0.8088235294117647,0.3915692179083959,0.05687167247136449
nak,S02009,chl-a,298,0.659573825664706,0.6122524979022932,0.7684563758389261,0.8087248322147651,8.8722428271667,1.8342540264129639
nak,S02009,do,306,0.8022604468022596,0.7528174616863884,0.7712418300653595,0.7973856209150327,1.133966956715287,0.2338073149971338
